,Cancer,Year,Sex,State,Incident,Incident _Crude_rate_100k,Mortality,Mortality_Crude_rate_100k,Gender,Population
522,Non-melanoma skin cancer (rare types),2012,Females,NSW,116,3.2,28,0.8,Female,3703154
523,Non-melanoma skin cancer (rare types),2012,Females,Vic,28,1.0,7,0.2,Female,2884237
524,Non-melanoma skin cancer (rare types),2012,Females,Qld,71,3.1,11,0.5,Female,2311528
525,Non-melanoma skin cancer (rare types),2012,Females,WA,47,3.9,3,n.p.,Female,1217874
526,Non-melanoma skin cancer (rare types),2012,Females,SA,13,1.6,1,n.p.,Female,839394
527,Non-melanoma skin cancer (rare types),2012,Females,Tas,8,3.1,1,n.p.,Female,257127
528,Non-melanoma skin cancer (rare types),2012,Females,ACT,2,n.p.,1,n.p.,Female,191139
529,Non-melanoma skin cancer (rare types),2012,Females,NT,1,n.p.,0,n.p.,Female,113685
530,Non-melanoma skin cancer (rare types),2012,Females,Australia,286,2.5,51,0.4,Female,11519235
531,Non-melanoma skin cancer (rare types),2012,Persons,NSW,316,4.3,69,0.9,Person,7353189
532,Non-melanoma skin cancer (rare types),2012,Persons,Vic,64,1.1,17,0.3,Person,5709586
533,Non-melanoma skin cancer (rare types),2012,Persons,Qld,202,4.4,37,0.8,Person,4611304
534,Non-melanoma skin cancer (rare types),2012,Persons,WA,118,4.9,22,0.9,Person,2457489
535,Non-melanoma skin cancer (rare types),2012,Persons,SA,37,2.2,6,0.4,Person,1663082
536,Non-melanoma skin cancer (rare types),2012,Persons,Tas,19,3.7,2,n.p.,Person,511993
537,Non-melanoma skin cancer (rare types),2012,Persons,ACT,7,1.8,2,n.p.,Person,379812
538,Non-melanoma skin cancer (rare types),2012,Persons,NT,2,n.p.,1,n.p.,Person,238728
539,Non-melanoma skin cancer (rare types),2012,Persons,Australia,764,3.4,154,0.7,Person,22928023
540,Non-melanoma skin cancer (rare types),2013,Males,NSW,240,6.5,44,1.2,Male,3698220
541,Non-melanoma skin cancer (rare types),2013,Males,Vic,57,2.0,19,0.7,Male,2884387
542,Non-melanoma skin cancer (rare types),2013,Males,Qld,148,6.4,38,1.6,Male,2333762
543,Non-melanoma skin cancer (rare types),2013,Males,WA,87,6.9,11,0.9,Male,1259941
544,Non-melanoma skin cancer (rare types),2013,Males,SA,23,2.8,6,0.7,Male,830900
545,Non-melanoma skin cancer (rare types),2013,Males,Tas,12,4.7,1,n.p.,Male,254878
546,Non-melanoma skin cancer (rare types),2013,Males,ACT,5,2.7,1,n.p.,Male,191691
547,Non-melanoma skin cancer (rare types),2013,Males,NT,1,n.p.,1,n.p.,Male,126921
548,Non-melanoma skin cancer (rare types),2013,Males,Australia,575,5.0,121,1.1,Male,11582448
549,Non-melanoma skin cancer (rare types),2013,Females,NSW,116,3.1,25,0.7,Female,3756718
550,Non-melanoma skin cancer (rare types),2013,Females,Vic,29,1.0,6,0.2,Female,2948198
551,Non-melanoma skin cancer (rare types),2013,Females,Qld,72,3.1,20,0.9,Female,2351677
552,Non-melanoma skin cancer (rare types),2013,Females,WA,44,3.6,10,0.8,Female,1242247
553,Non-melanoma skin cancer (rare types),2013,Females,SA,9,1.1,3,n.p.,Female,847152
554,Non-melanoma skin cancer (rare types),2013,Females,Tas,5,1.9,3,n.p.,Female,258137
555,Non-melanoma skin cancer (rare types),2013,Females,ACT,2,n.p.,1,n.p.,Female,194627
556,Non-melanoma skin cancer (rare types),2013,Females,NT,0,n.p.,0,n.p.,Female,115450
557,Non-melanoma skin cancer (rare types),2013,Females,Australia,275,2.4,69,0.6,Female,11715329
558,Non-melanoma skin cancer (rare types),2013,Persons,NSW,356,4.8,69,0.9,Person,7454938
559,Non-melanoma skin cancer (rare types),2013,Persons,Vic,86,1.5,25,0.4,Person,5832585
560,Non-melanoma skin cancer (rare types),2013,Persons,Qld,220,4.7,58,1.2,Person,4685439
561,Non-melanoma skin cancer (rare types),2013,Persons,WA,131,5.3,21,0.8,Person,2502188
562,Non-melanoma skin cancer (rare types),2013,Persons,SA,32,1.9,9,0.5,Person,1678052
563,Non-melanoma skin cancer (rare types),2013,Persons,Tas,17,3.3,4,n.p.,Person,513015
564,Non-melanoma skin cancer (rare types),2013,Persons,ACT,7,1.8,2,n.p.,Person,386318
565,Non-melanoma skin cancer (rare types),2013,Persons,NT,2,n.p.,1,n.p.,Person,242304
566,Non-melanoma skin cancer (rare types),2013,Persons,Australia,850,3.7,190,0.8,Person,23297777
567,Non-melanoma skin cancer (rare types),2014,Males,NSW,224,6.0,42,1.1,Male,3750061
568,Non-melanoma skin cancer (rare types),2014,Males,Vic,83,2.8,22,0.8,Male,2945763
569,Non-melanoma skin cancer (rare types),2014,Males,Qld,131,5.6,40,1.7,Male,2361282
570,Non-melanoma skin cancer (rare types),2014,Males,WA,77,6.1,14,1.1,Male,1271552
571,Non-melanoma skin cancer (rare types),2014,Males,SA,27,3.2,7,0.8,Male,838094
572,Non-melanoma skin cancer (rare types),2014,Males,Tas,11,4.3,2,n.p.,Male,255134
573,Non-melanoma skin cancer (rare types),2014,Males,ACT,5,2.9,1,n.p.,Male,194291
574,Non-melanoma skin cancer (rare types),2014,Males,NT,2,n.p.,1,n.p.,Male,127079
575,Non-melanoma skin cancer (rare types),2014,Males,Australia,561,4.8,129,1.1,Male,11744498
576,Non-melanoma skin cancer (rare types),2014,Females,NSW,118,3.1,26,0.7,Female,3812110
577,Non-melanoma skin cancer (rare types),2014,Females,Vic,38,1.3,5,0.2,Female,3011749
578,Non-melanoma skin cancer (rare types),2014,Females,Qld,74,3.1,13,0.5,Female,2385981
579,Non-melanoma skin cancer (rare types),2014,Females,WA,43,3.4,6,0.5,Female,1257067
580,Non-melanoma skin cancer (rare types),2014,Females,SA,16,1.9,1,n.p.,Female,855013
581,Non-melanoma skin cancer (rare types),2014,Females,Tas,5,1.9,1,n.p.,Female,259067
582,Non-melanoma skin cancer (rare types),2014,Females,ACT,1,n.p.,1,n.p.,Female,197690
583,Non-melanoma skin cancer (rare types),2014,Females,NT,0,n.p.,0,n.p.,Female,116165
584,Non-melanoma skin cancer (rare types),2014,Females,Australia,295,2.5,53,0.4,Female,11895833
585,Non-melanoma skin cancer (rare types),2014,Persons,NSW,342,4.6,68,0.9,Person,7562171
586,Non-melanoma skin cancer (rare types),2014,Persons,Vic,121,2.1,27,0.5,Person,5957512
587,Non-melanoma skin cancer (rare types),2014,Persons,Qld,205,4.3,53,1.1,Person,4747263
588,Non-melanoma skin cancer (rare types),2014,Persons,WA,120,4.8,20,0.8,Person,2528619
589,Non-melanoma skin cancer (rare types),2014,Persons,SA,43,2.5,8,0.5,Person,1693107
590,Non-melanoma skin cancer (rare types),2014,Persons,Tas,16,3.1,3,n.p.,Person,514040
591,Non-melanoma skin cancer (rare types),2014,Persons,ACT,7,1.8,2,n.p.,Person,391981
592,Non-melanoma skin cancer (rare types),2014,Persons,NT,2,n.p.,1,n.p.,Person,243201
593,Non-melanoma skin cancer (rare types),2014,Persons,Australia,856,3.6,182,0.8,Person,23640331
594,Non-melanoma skin cancer (rare types),2015,Males,NSW,251,6.6,38,1.0,Male,3803289
595,Non-melanoma skin cancer (rare types),2015,Males,Vic,79,2.7,26,0.9,Male,3011376
596,Non-melanoma skin cancer (rare types),2015,Males,Qld,138,5.8,25,1.1,Male,2385347
597,Non-melanoma skin cancer (rare types),2015,Males,WA,81,6.3,10,0.8,Male,1278792
598,Non-melanoma skin cancer (rare types),2015,Males,SA,30,3.6,6,0.7,Male,843702
599,Non-melanoma skin cancer (rare types),2015,Males,Tas,10,3.9,3,n.p.,Male,255551
600,Non-melanoma skin cancer (rare types),2015,Males,ACT,5,2.8,1,n.p.,Male,197696
601,Non-melanoma skin cancer (rare types),2015,Males,NT,2,n.p.,1,n.p.,Male,127914
602,Non-melanoma skin cancer (rare types),2015,Males,Australia,598,5.1,109,0.9,Male,11904308
603,Non-melanoma skin cancer (rare types),2015,Females,NSW,136,3.5,22,0.6,Female,3868112
604,Non-melanoma skin cancer (rare types),2015,Females,Vic,39,1.3,14,0.5,Female,3081673
605,Non-melanoma skin cancer (rare types),2015,Females,Qld,82,3.4,6,0.2,Female,2419586
606,Non-melanoma skin cancer (rare types),2015,Females,WA,44,3.5,6,0.5,Female,1268953
607,Non-melanoma skin cancer (rare types),2015,Females,SA,15,1.7,2,n.p.,Female,862235
608,Non-melanoma skin cancer (rare types),2015,Females,Tas,14,5.4,1,n.p.,Female,260242
609,Non-melanoma skin cancer (rare types),2015,Females,ACT,1,n.p.,0,n.p.,Female,201178
610,Non-melanoma skin cancer (rare types),2015,Females,NT,0,n.p.,0,n.p.,Female,117123
611,Non-melanoma skin cancer (rare types),2015,Females,Australia,332,2.8,52,0.4,Female,12080273
612,Non-melanoma skin cancer (rare types),2015,Persons,NSW,387,5.1,60,0.8,Person,7671401
613,Non-melanoma skin cancer (rare types),2015,Persons,Vic,118,2.0,40,0.7,Person,6093049
614,Non-melanoma skin cancer (rare types),2015,Persons,Qld,220,4.6,31,0.6,Person,4804933
615,Non-melanoma skin cancer (rare types),2015,Persons,WA,125,4.9,16,0.6,Person,2547745
616,Non-melanoma skin cancer (rare types),2015,Persons,SA,45,2.6,8,0.5,Person,1705937
617,Non-melanoma skin cancer (rare types),2015,Persons,Tas,24,4.7,4,n.p.,Person,515697
618,Non-melanoma skin cancer (rare types),2015,Persons,ACT,7,1.7,1,n.p.,Person,398874
619,Non-melanoma skin cancer (rare types),2015,Persons,NT,2,n.p.,1,n.p.,Person,244692
620,Non-melanoma skin cancer (rare types),2015,Persons,Australia,930,3.9,161,0.7,Person,23984581
621,Non-melanoma skin cancer (rare types),2016,Males,NSW,260,6.8,42,1.1,Male,3865361
622,Non-melanoma skin cancer (rare types),2016,Males,Vic,92,3.0,15,0.5,Male,3082379
623,Non-melanoma skin cancer (rare types),2016,Males,Qld,157,6.5,28,1.2,Male,2421215
624,Non-melanoma skin cancer (rare types),2016,Males,WA,71,5.5,13,1.0,Male,1288303
625,Non-melanoma skin cancer (rare types),2016,Males,SA,38,4.5,8,0.9,Male,849914
626,Non-melanoma skin cancer (rare types),2016,Males,Tas,11,4.3,0,0.0,Male,258456
627,Non-melanoma skin cancer (rare types),2016,Males,ACT,6,2.9,1,n.p.,Male,202502
628,Non-melanoma skin cancer (rare types),2016,Males,NT,2,n.p.,0,n.p.,Male,128021
629,Non-melanoma skin cancer (rare types),2016,Males,Australia,638,5.3,107,0.9,Male,12098143
630,Non-melanoma skin cancer (rare types),2016,Females,NSW,144,3.7,22,0.6,Female,3930264
631,Non-melanoma skin cancer (rare types),2016,Females,Vic,49,1.6,15,0.5,Female,3153402
632,Non-melanoma skin cancer (rare types),2016,Females,Qld,76,3.1,15,0.6,Female,2461724
633,Non-melanoma skin cancer (rare types),2016,Females,WA,55,4.3,6,0.5,Female,1281303
634,Non-melanoma skin cancer (rare types),2016,Females,SA,13,1.5,2,n.p.,Female,869666
635,Non-melanoma skin cancer (rare types),2016,Females,Tas,3,n.p.,1,n.p.,Female,263525
636,Non-melanoma skin cancer (rare types),2016,Females,ACT,2,n.p.,1,n.p.,Female,206376
637,Non-melanoma skin cancer (rare types),2016,Females,NT,0,n.p.,0,n.p.,Female,118539
638,Non-melanoma skin cancer (rare types),2016,Females,Australia,344,2.8,62,0.5,Female,12286921
639,Non-melanoma skin cancer (rare types),2016,Persons,NSW,404,5.2,64,0.8,Person,7795625
640,Non-melanoma skin cancer (rare types),2016,Persons,Vic,141,2.3,30,0.5,Person,6235781
641,Non-melanoma skin cancer (rare types),2016,Persons,Qld,233,4.8,43,0.9,Person,4882939
642,Non-melanoma skin cancer (rare types),2016,Persons,WA,126,4.9,19,0.7,Person,2569606
643,Non-melanoma skin cancer (rare types),2016,Persons,SA,51,3.0,10,0.6,Person,1719580
644,Non-melanoma skin cancer (rare types),2016,Persons,Tas,14,2.7,1,n.p.,Person,521981
645,Non-melanoma skin cancer (rare types),2016,Persons,ACT,7,1.8,2,n.p.,Person,408878
646,Non-melanoma skin cancer (rare types),2016,Persons,NT,3,n.p.,1,n.p.,Person,246443
647,Non-melanoma skin cancer (rare types),2016,Persons,Australia,982,4.1,169,0.7,Person,24385064
648,Non-melanoma skin cancer (rare types),2017,Males,NSW,300,7.7,46,1.2,Male,3921301
649,Non-melanoma skin cancer (rare types),2017,Males,Vic,151,4.8,19,0.6,Male,3144429
650,Non-melanoma skin cancer (rare types),2017,Males,Qld,171,7.0,26,1.1,Male,2458389
651,Non-melanoma skin cancer (rare types),2017,Males,WA,73,5.6,6,0.5,Male,1302076
652,Non-melanoma skin cancer (rare types),2017,Males,SA,29,3.4,7,0.8,Male,857807
653,Non-melanoma skin cancer (rare types),2017,Males,Tas,12,4.6,3,n.p.,Male,263305
654,Non-melanoma skin cancer (rare types),2017,Males,ACT,6,2.8,1,n.p.,Male,207866
655,Non-melanoma skin cancer (rare types),2017,Males,NT,3,n.p.,0,n.p.,Male,128104
656,Non-melanoma skin cancer (rare types),2017,Males,Australia,744,6.1,109,0.9,Male,12284961
657,Non-melanoma skin cancer (rare types),2017,Females,NSW,133,3.4,27,0.7,Female,3979645
658,Non-melanoma skin cancer (rare types),2017,Females,Vic,76,2.4,11,0.3,Female,3213781
659,Non-melanoma skin cancer (rare types),2017,Females,Qld,98,3.9,18,0.7,Female,2502576
660,Non-melanoma skin cancer (rare types),2017,Females,WA,49,3.8,5,0.4,Female,1297852
661,Non-melanoma skin cancer (rare types),2017,Females,SA,20,2.3,5,0.6,Female,877847
662,Non-melanoma skin cancer (rare types),2017,Females,Tas,9,3.4,1,n.p.,Female,268256
663,Non-melanoma skin cancer (rare types),2017,Females,ACT,1,n.p.,1,n.p.,Female,212360
664,Non-melanoma skin cancer (rare types),2017,Females,NT,0,n.p.,0,n.p.,Female,119647
665,Non-melanoma skin cancer (rare types),2017,Females,Australia,387,3.1,68,0.5,Female,12474057
666,Non-melanoma skin cancer (rare types),2017,Persons,NSW,433,5.5,73,0.9,Person,7900946
667,Non-melanoma skin cancer (rare types),2017,Persons,Vic,227,3.6,30,0.5,Person,6358210
668,Non-melanoma skin cancer (rare types),2017,Persons,Qld,269,5.5,44,0.9,Person,4960965
669,Non-melanoma skin cancer (rare types),2017,Persons,WA,122,4.7,11,0.4,Person,2599928
670,Non-melanoma skin cancer (rare types),2017,Persons,SA,49,2.8,12,0.7,Person,1735654
671,Non-melanoma skin cancer (rare types),2017,Persons,Tas,21,4.0,4,n.p.,Person,531561
672,Non-melanoma skin cancer (rare types),2017,Persons,ACT,7,1.8,2,n.p.,Person,420226
673,Non-melanoma skin cancer (rare types),2017,Persons,NT,3,n.p.,1,n.p.,Person,247514
674,Non-melanoma skin cancer (rare types),2017,Persons,Australia,"1,131",4.6,177,0.7,Person,24759018
675,Non-melanoma skin cancer (rare types),2018,Males,NSW,272,6.9,43,1.1,Male,3976266
676,Non-melanoma skin cancer (rare types),2018,Males,Vic,95,3.0,25,0.8,Male,3207192
677,Non-melanoma skin cancer (rare types),2018,Males,Qld,148,6.0,24,1.0,Male,2499842
678,Non-melanoma skin cancer (rare types),2018,Males,WA,63,4.8,10,0.8,Male,1319834
679,Non-melanoma skin cancer (rare types),2018,Males,SA,31,3.6,5,0.6,Male,867603
680,Non-melanoma skin cancer (rare types),2018,Males,Tas,17,6.4,2,n.p.,Male,268840
681,Non-melanoma skin cancer (rare types),2018,Males,ACT,5,2.4,1,n.p.,Male,212822
682,Non-melanoma skin cancer (rare types),2018,Males,NT,3,n.p.,0,n.p.,Male,127221
683,Non-melanoma skin cancer (rare types),2018,Males,Australia,630,5.1,112,0.9,Male,12481024
684,Non-melanoma skin cancer (rare types),2018,Females,NSW,175,4.4,22,0.5,Female,4027298
685,Non-melanoma skin cancer (rare types),2018,Females,Vic,50,1.5,15,0.5,Female,3272503
686,Non-melanoma skin cancer (rare types),2018,Females,Qld,74,2.9,13,0.5,Female,2546592
687,Non-melanoma skin cancer (rare types),2018,Females,WA,40,3.1,4,n.p.,Female,1316570
688,Non-melanoma skin cancer (rare types),2018,Females,SA,16,1.8,5,0.6,Female,888112
689,Non-melanoma skin cancer (rare types),2018,Females,Tas,7,2.6,1,n.p.,Female,274087
690,Non-melanoma skin cancer (rare types),2018,Females,ACT,2,n.p.,0,n.p.,Female,217936
691,Non-melanoma skin cancer (rare types),2018,Females,NT,1,n.p.,0,n.p.,Female,119997
692,Non-melanoma skin cancer (rare types),2018,Females,Australia,367,2.9,60,0.5,Female,12665116
693,Non-melanoma skin cancer (rare types),2018,Persons,NSW,447,5.6,65,0.8,Person,8003564
694,Non-melanoma skin cancer (rare types),2018,Persons,Vic,145,2.3,40,0.6,Person,6479695
695,Non-melanoma skin cancer (rare types),2018,Persons,Qld,222,4.4,37,0.7,Person,5046434
696,Non-melanoma skin cancer (rare types),2018,Persons,WA,103,3.9,14,0.5,Person,2636404
697,Non-melanoma skin cancer (rare types),2018,Persons,SA,47,2.7,10,0.6,Person,1755715
698,Non-melanoma skin cancer (rare types),2018,Persons,Tas,24,4.5,3,n.p.,Person,542927
699,Non-melanoma skin cancer (rare types),2018,Persons,ACT,7,1.7,2,n.p.,Person,430758
700,Non-melanoma skin cancer (rare types),2018,Persons,NT,3,n.p.,1,n.p.,Person,247095
701,Non-melanoma skin cancer (rare types),2018,Persons,Australia,997,4.0,172,0.7,Person,25146140
702,Non-melanoma skin cancer (rare types),2019,Males,NSW,336,8.4,54,1.4,Male,4019498
703,Non-melanoma skin cancer (rare types),2019,Males,Vic,157,4.9,20,0.6,Male,3262240
704,Non-melanoma skin cancer (rare types),2019,Males,Qld,210,8.3,38,1.5,Male,2540680
705,Non-melanoma skin cancer (rare types),2019,Males,WA,86,6.5,6,0.5,Male,1345064
706,Non-melanoma skin cancer (rare types),2019,Males,SA,32,3.7,3,n.p.,Male,878768
707,Non-melanoma skin cancer (rare types),2019,Males,Tas,16,5.9,3,n.p.,Male,273893
708,Non-melanoma skin cancer (rare types),2019,Males,ACT,5,2.6,2,n.p.,Male,217500
709,Non-melanoma skin cancer (rare types),2019,Males,NT,2,n.p.,0,n.p.,Male,126289
710,Non-melanoma skin cancer (rare types),2019,Males,Australia,845,6.7,127,1.0,Male,12665662
711,Non-melanoma skin cancer (rare types),2019,Females,NSW,147,3.6,23,0.6,Female,4068863
712,Non-melanoma skin cancer (rare types),2019,Females,Vic,87,2.6,12,0.4,Female,3327810
713,Non-melanoma skin cancer (rare types),2019,Females,Qld,109,4.2,10,0.4,Female,2589061
714,Non-melanoma skin cancer (rare types),2019,Females,WA,40,3.0,7,0.5,Female,1343735
715,Non-melanoma skin cancer (rare types),2019,Females,SA,13,1.5,3,n.p.,Female,900160
716,Non-melanoma skin cancer (rare types),2019,Females,Tas,7,2.5,0,0.0,Female,279447
717,Non-melanoma skin cancer (rare types),2019,Females,ACT,2,n.p.,0,n.p.,Female,222767
718,Non-melanoma skin cancer (rare types),2019,Females,NT,1,n.p.,0,n.p.,Female,120727
719,Non-melanoma skin cancer (rare types),2019,Females,Australia,406,3.2,56,0.4,Female,12854806
720,Non-melanoma skin cancer (rare types),2019,Persons,NSW,483,6.0,77,1.0,Person,8088361
721,Non-melanoma skin cancer (rare types),2019,Persons,Vic,244,3.7,32,0.5,Person,6590050
722,Non-melanoma skin cancer (rare types),2019,Persons,Qld,319,6.3,48,0.9,Person,5129741
723,Non-melanoma skin cancer (rare types),2019,Persons,WA,126,4.7,13,0.5,Person,2688799
724,Non-melanoma skin cancer (rare types),2019,Persons,SA,45,2.5,6,0.3,Person,1778928
725,Non-melanoma skin cancer (rare types),2019,Persons,Tas,23,4.2,3,n.p.,Person,553340
726,Non-melanoma skin cancer (rare types),2019,Persons,ACT,8,1.9,2,n.p.,Person,440267
727,Non-melanoma skin cancer (rare types),2019,Persons,NT,3,n.p.,1,n.p.,Person,246677
728,Non-melanoma skin cancer (rare types),2019,Persons,Australia,"1,251",4.9,183,0.7,Person,25520468
729,Non-melanoma skin cancer (rare types),2020,Males,NSW,397,9.8,41,1.0,Male,4031001
730,Non-melanoma skin cancer (rare types),2020,Males,Vic,167,5.1,30,0.9,Male,3274653
731,Non-melanoma skin cancer (rare types),2020,Males,Qld,214,8.4,28,1.1,Male,2568499
732,Non-melanoma skin cancer (rare types),2020,Males,WA,86,6.3,11,0.8,Male,1364994
733,Non-melanoma skin cancer (rare types),2020,Males,SA,50,5.7,11,1.2,Male,886475
734,Non-melanoma skin cancer (rare types),2020,Males,Tas,9,3.3,6,2.2,Male,278353
735,Non-melanoma skin cancer (rare types),2020,Males,ACT,5,2.4,2,n.p.,Male,220886
736,Non-melanoma skin cancer (rare types),2020,Males,NT,2,n.p.,0,n.p.,Male,126133
737,Non-melanoma skin cancer (rare types),2020,Males,Australia,929,7.3,128,1.0,Male,12728639
738,Non-melanoma skin cancer (rare types),2020,Females,NSW,178,4.4,34,0.8,Female,4081000
739,Non-melanoma skin cancer (rare types),2020,Females,Vic,69,2.1,23,0.7,Female,3341983
740,Non-melanoma skin cancer (rare types),2020,Females,Qld,104,4.0,20,0.8,Female,2615830
741,Non-melanoma skin cancer (rare types),2020,Females,WA,30,2.2,4,n.p.,Female,1363193
742,Non-melanoma skin cancer (rare types),2020,Females,SA,18,2.0,2,n.p.,Female,908039
743,Non-melanoma skin cancer (rare types),2020,Females,Tas,11,3.9,5,1.8,Female,283528
744,Non-melanoma skin cancer (rare types),2020,Females,ACT,2,n.p.,1,n.p.,Female,226764
745,Non-melanoma skin cancer (rare types),2020,Females,NT,1,n.p.,0,n.p.,Female,121772
746,Non-melanoma skin cancer (rare types),2020,Females,Australia,410,3.2,89,0.7,Female,12920609
747,Non-melanoma skin cancer (rare types),2020,Persons,NSW,575,7.1,75,0.9,Person,8112001
748,Non-melanoma skin cancer (rare types),2020,Persons,Vic,236,3.6,53,0.8,Person,6616636
749,Non-melanoma skin cancer (rare types),2020,Persons,Qld,318,6.2,48,0.9,Person,5184329
750,Non-melanoma skin cancer (rare types),2020,Persons,WA,116,4.3,15,0.6,Person,2728187
751,Non-melanoma skin cancer (rare types),2020,Persons,SA,68,3.8,13,0.7,Person,1794514
752,Non-melanoma skin cancer (rare types),2020,Persons,Tas,20,3.6,11,2.0,Person,561881
753,Non-melanoma skin cancer (rare types),2020,Persons,ACT,7,1.7,2,n.p.,Person,447650
754,Non-melanoma skin cancer (rare types),2020,Persons,NT,2,n.p.,1,n.p.,Person,247819
755,Non-melanoma skin cancer (rare types),2020,Persons,Australia,"1,339",5.2,217,0.8,Person,25649248
