Country,Year,Total_Renewable_Energy
Africa,1990,58.06040795
Africa,1991,61.473237700000006
Africa,1992,58.71423657
Africa,1993,57.63387893
Africa,1994,58.44814536
Africa,1995,60.785044
Africa,1996,63.5727968
Africa,1997,65.2354883
Africa,1998,68.38672
Africa,1999,72.41384339999999
Africa,2000,77.7239788
Africa,2001,83.6531756
Africa,2002,87.804886334
Africa,2003,85.78189309499999
Africa,2004,91.030479879
Africa,2005,92.720958864
Africa,2006,96.78227301
Africa,2007,99.46706350699999
Africa,2008,101.67255937
Africa,2009,104.89269013
Africa,2010,114.03001824
Africa,2011,117.7003843
Africa,2012,118.6679024
Africa,2013,126.18111657
Africa,2014,136.450269
Africa,2015,140.4288556
Africa,2016,142.8260487
Africa,2017,153.2885404
Africa,2018,165.408906
Africa,2019,177.082164
Africa,2020,189.8900696
Africa,2021,200.782542
Africa,2022,206.808917
Africa,2023,218.367619
Africa (EI),1990,58.06040795
Africa (EI),1991,61.473237700000006
Africa (EI),1992,58.71423657
Africa (EI),1993,57.63387893
Africa (EI),1994,58.44814536
Africa (EI),1995,60.785044
Africa (EI),1996,63.5727969
Africa (EI),1997,65.2354883
Africa (EI),1998,68.38672
Africa (EI),1999,72.4138433
Africa (EI),2000,77.7239788
Africa (EI),2001,83.6531856
Africa (EI),2002,87.804886313
Africa (EI),2003,85.78188289500001
Africa (EI),2004,91.03048588
Africa (EI),2005,92.720958864
Africa (EI),2006,96.78226901000001
Africa (EI),2007,99.46706350699999
Africa (EI),2008,101.67255917
Africa (EI),2009,104.89268493
Africa (EI),2010,114.03001824
Africa (EI),2011,117.7003845
Africa (EI),2012,118.66790230000001
Africa (EI),2013,126.18111657
Africa (EI),2014,136.4502683
Africa (EI),2015,140.4288456
Africa (EI),2016,142.8260487
Africa (EI),2017,153.2885404
Africa (EI),2018,165.408927
Africa (EI),2019,177.082164
Africa (EI),2020,189.8900696
Africa (EI),2021,200.7825424
Africa (EI),2022,206.80892
Africa (EI),2023,218.367618
Algeria,1990,0.135
Algeria,1991,0.293
Algeria,1992,0.199
Algeria,1993,0.353
Algeria,1994,0.166
Algeria,1995,0.193
Algeria,1996,0.135
Algeria,1997,0.075
Algeria,1998,0.215
Algeria,1999,0.203
Algeria,2000,0.054
Algeria,2001,0.069
Algeria,2002,0.057
Algeria,2003,0.265
Algeria,2004,0.251
Algeria,2005,0.5553
Algeria,2006,0.2176
Algeria,2007,0.226
Algeria,2008,0.283
Algeria,2009,0.342
Algeria,2010,0.18209999999999998
Algeria,2011,0.39611875
Algeria,2012,0.415723014
Algeria,2013,0.1276
Algeria,2014,0.254
Algeria,2015,0.22199999999999998
Algeria,2016,0.336052055
Algeria,2017,0.5790000000000001
Algeria,2018,0.73
Algeria,2019,0.777
Algeria,2020,0.7423000000000001
Algeria,2021,0.6838
Algeria,2022,0.681
Algeria,2023,0.73378
Argentina,1990,17.84619682
Argentina,1991,16.0002611
Argentina,1992,19.29507593
Argentina,1993,23.86430208
Argentina,1994,27.385680395
Argentina,1995,26.622697126
Argentina,1996,22.704323640000002
Argentina,1997,28.11801552
Argentina,1998,26.71495525
Argentina,1999,21.69359796
Argentina,2000,28.9960633
Argentina,2001,36.99257525
Argentina,2002,36.3822672
Argentina,2003,34.75919255
Argentina,2004,31.40243035
Argentina,2005,35.20443746
Argentina,2006,39.131252
Argentina,2007,32.3527033
Argentina,2008,32.44777088
Argentina,2009,35.844030412
Argentina,2010,34.762710696
Argentina,2011,32.60465125
Argentina,2012,30.995538467
Argentina,2013,34.766715448999996
Argentina,2014,34.534955999999994
Argentina,2015,34.4328592
Argentina,2016,31.491441000000002
Argentina,2017,33.683966399999996
Argentina,2018,35.2167636
Argentina,2019,34.77581874
Argentina,2020,36.624223799999996
Argentina,2021,37.0418423
Argentina,2022,42.227462100000004
Argentina,2023,49.9219183
Asia,1990,463.059128232
Asia,1991,468.43654591
Asia,1992,472.06518213100003
Asia,1993,522.381177802
Asia,1994,522.267796
Asia,1995,567.108113303
Asia,1996,563.8313444
Asia,1997,565.810984955
Asia,1998,599.9850692499999
Asia,1999,589.28029961
Asia,2000,610.00087845
Asia,2001,656.86995714
Asia,2002,680.5755426400001
Asia,2003,708.6767676
Asia,2004,832.329842
Asia,2005,868.5957335
Asia,2006,959.7460738
Asia,2007,1015.809805
Asia,2008,1160.7023076
Asia,2009,1158.6045490000001
Asia,2010,1352.1958774
Asia,2011,1410.275599
Asia,2012,1616.033919
Asia,2013,1791.066302
Asia,2014,1999.637574
Asia,2015,2150.0956850000002
Asia,2016,2335.83238
Asia,2017,2561.79833
Asia,2018,2810.0083999999997
Asia,2019,3095.88409
Asia,2020,3319.49178
Asia,2021,3655.60592
Asia,2022,4015.75027
Asia,2023,4273.31942
Asia Pacific (EI),1990,421.841401234
Asia Pacific (EI),1991,433.67180591
Asia Pacific (EI),1992,424.94919603
Asia Pacific (EI),1993,463.76311866
Asia Pacific (EI),1994,470.39828006
Asia Pacific (EI),1995,515.6101954
Asia Pacific (EI),1996,505.99695164999997
Asia Pacific (EI),1997,512.59489045
Asia Pacific (EI),1998,545.97988696
Asia Pacific (EI),1999,543.8896677
Asia Pacific (EI),2000,569.58838443
Asia Pacific (EI),2001,620.0892807
Asia Pacific (EI),2002,630.9644156999999
Asia Pacific (EI),2003,650.2851211999999
Asia Pacific (EI),2004,763.15815
Asia Pacific (EI),2005,802.4334934999999
Asia Pacific (EI),2006,887.5342468
Asia Pacific (EI),2007,951.2718629000001
Asia Pacific (EI),2008,1116.9225692
Asia Pacific (EI),2009,1115.377471
Asia Pacific (EI),2010,1283.542448
Asia Pacific (EI),2011,1348.3312609999998
Asia Pacific (EI),2012,1541.483761
Asia Pacific (EI),2013,1717.1949869999999
Asia Pacific (EI),2014,1945.194687
Asia Pacific (EI),2015,2071.39836
Asia Pacific (EI),2016,2249.0638799999997
Asia Pacific (EI),2017,2469.0434299999997
Asia Pacific (EI),2018,2724.37748
Asia Pacific (EI),2019,2947.0343700000003
Asia Pacific (EI),2020,3191.9793799999998
Asia Pacific (EI),2021,3555.8104399999997
Asia Pacific (EI),2022,3901.5714
Asia Pacific (EI),2023,4141.73527
Australia,1990,15.518999999999998
Australia,1991,16.37845
Australia,1992,16.6236
Australia,1993,17.0736
Australia,1994,16.8694
Australia,1995,16.484650000000002
Australia,1996,16.9476
Australia,1997,16.987650000000002
Australia,1998,16.9326
Australia,1999,17.4986
Australia,2000,17.53675
Australia,2001,17.26215
Australia,2002,17.95365
Australia,2003,18.669600000000003
Australia,2004,19.36985
Australia,2005,20.7198
Australia,2006,21.1372
Australia,2007,20.2898
Australia,2008,19.1089
Australia,2009,20.15684202
Australia,2010,22.150198260000003
Australia,2011,30.622496599999998
Australia,2012,30.270850000000003
Australia,2013,35.52705
Australia,2014,32.759362
Australia,2015,35.793157
Australia,2016,41.7364145
Australia,2017,39.189750000000004
Australia,2018,49.49354700000001
Australia,2019,55.256795200000006
Australia,2020,64.2828142
Australia,2021,77.276414
Australia,2022,87.44174299999999
Australia,2023,95.249108
Austria,1990,32.651485
Austria,1991,32.669232
Austria,1992,36.177564
Austria,1993,38.067665999999996
Austria,1994,36.919055
Austria,1995,38.926444
Austria,1996,35.811554
Austria,1997,37.838667
Austria,1998,39.053111
Austria,1999,42.3490318
Austria,2000,43.4339293
Austria,2001,42.300294
Austria,2002,41.959444
Austria,2003,35.307914
Austria,2004,39.764013
Austria,2005,40.887578075
Austria,2006,40.686031375
Austria,2007,43.194998774000005
Austria,2008,44.54885331
Austria,2009,47.19401208
Austria,2010,45.01627294
Austria,2011,40.91968836
Austria,2012,51.338478050000006
Austria,2013,50.5061989
Austria,2014,50.1997625
Austria,2015,47.596935
Austria,2016,51.0977118
Austria,2017,51.0676713
Austria,2018,50.0668141
Austria,2019,54.6464059
Austria,2020,55.4336322
Austria,2021,52.76549920000001
Austria,2022,49.715355
Austria,2023,56.6154748
Azerbaijan,1990,1.658
Azerbaijan,1991,1.7593
Azerbaijan,1992,1.7473
Azerbaijan,1993,2.426
Azerbaijan,1994,1.83
Azerbaijan,1995,1.556
Azerbaijan,1996,1.537
Azerbaijan,1997,1.712
Azerbaijan,1998,1.951
Azerbaijan,1999,1.506
Azerbaijan,2000,1.534
Azerbaijan,2001,1.301
Azerbaijan,2002,2.02
Azerbaijan,2003,2.47
Azerbaijan,2004,2.755
Azerbaijan,2005,3.0094
Azerbaijan,2006,2.518
Azerbaijan,2007,2.364
Azerbaijan,2008,2.232
Azerbaijan,2009,2.3104999999999998
Azerbaijan,2010,3.4468
Azerbaijan,2011,2.6758
Azerbaijan,2012,1.821
Azerbaijan,2013,1.5577
Azerbaijan,2014,1.3919000000000001
Azerbaijan,2015,1.7376
Azerbaijan,2016,2.10465
Azerbaijan,2017,1.89085
Azerbaijan,2018,1.97106
Azerbaijan,2019,1.81235
Azerbaijan,2020,1.3129
Azerbaijan,2021,1.5205000000000002
Azerbaijan,2022,1.84255
Azerbaijan,2023,2.0109
Bangladesh,1990,0.884
Bangladesh,1991,0.838
Bangladesh,1992,0.796
Bangladesh,1993,0.608
Bangladesh,1994,0.847
Bangladesh,1995,0.372
Bangladesh,1996,0.739
Bangladesh,1997,0.719
Bangladesh,1998,0.865
Bangladesh,1999,0.833
Bangladesh,2000,0.74901
Bangladesh,2001,0.993014
Bangladesh,2002,0.749066
Bangladesh,2003,0.74985
Bangladesh,2004,0.750914
Bangladesh,2005,0.752402
Bangladesh,2006,0.756033
Bangladesh,2007,0.759647
Bangladesh,2008,0.9681139999999999
Bangladesh,2009,0.44748899999999997
Bangladesh,2010,0.778995
Bangladesh,2011,1.001615
Bangladesh,2012,0.939246
Bangladesh,2013,0.9292097
Bangladesh,2014,0.8047884599999999
Bangladesh,2015,1.17270545
Bangladesh,2016,1.1133756
Bangladesh,2017,1.3298651000000001
Bangladesh,2018,1.1892031
Bangladesh,2019,1.2059302
Bangladesh,2020,1.168533621
Bangladesh,2021,1.303482754
Bangladesh,2022,1.64995956
Bangladesh,2023,1.97232554
Belarus,1990,0.02
Belarus,1991,0.018
Belarus,1992,0.017
Belarus,1993,0.019
Belarus,1994,0.019
Belarus,1995,0.02
Belarus,1996,0.016
Belarus,1997,0.021
Belarus,1998,0.028
Belarus,1999,0.019
Belarus,2000,0.027
Belarus,2001,0.03
Belarus,2002,0.029
Belarus,2003,0.028
Belarus,2004,0.034010101
Belarus,2005,0.037
Belarus,2006,0.038000000000000006
Belarus,2007,0.05
Belarus,2008,0.07300000000000001
Belarus,2009,0.106
Belarus,2010,0.13
Belarus,2011,0.14100000000000001
Belarus,2012,0.173
Belarus,2013,0.22840000000000002
Belarus,2014,0.211
Belarus,2015,0.253
Belarus,2016,0.33499999999999996
Belarus,2017,0.6980000000000001
Belarus,2018,0.6499999999999999
Belarus,2019,0.8059999999999999
Belarus,2020,1.0230000000000001
Belarus,2021,1.2567
Belarus,2022,1.2742111999999999
Belarus,2023,1.13254067
Belgium,1990,0.5549999999999999
Belgium,1991,0.536
Belgium,1992,0.617
Belgium,1993,0.507
Belgium,1994,0.6
Belgium,1995,0.668
Belgium,1996,0.5609999999999999
Belgium,1997,0.5880000000000001
Belgium,1998,0.759
Belgium,1999,0.8500000000000001
Belgium,2000,1.044
Belgium,2001,1.075
Belgium,2002,1.138
Belgium,2003,1.192
Belgium,2004,1.4969999999999997
Belgium,2005,2.106
Belgium,2006,2.952
Belgium,2007,3.4859999999999998
Belgium,2008,4.418
Belgium,2009,5.439000000000001
Belgium,2010,6.6307
Belgium,2011,8.3342
Belgium,2012,10.5216
Belgium,2013,11.7314
Belgium,2014,12.2191
Belgium,2015,14.460600000000001
Belgium,2016,14.260299999999999
Belgium,2017,15.8103
Belgium,2018,17.1887
Belgium,2019,19.4835
Belgium,2020,23.4663
Belgium,2021,22.724700000000002
Belgium,2022,24.4355
Belgium,2023,26.87299127
Brazil,1990,210.5670624
Brazil,1991,221.78161260000002
Brazil,1992,228.272361
Brazil,1993,240.0489373
Brazil,1994,248.0933236
Brazil,1995,259.49884050000003
Brazil,1996,272.49051
Brazil,1997,286.355451
Brazil,1998,298.979413
Brazil,1999,301.37803199999996
Brazil,2000,312.259663
Brazil,2001,276.93330699999996
Brazil,2002,296.423347
Brazil,2003,317.616463
Brazil,2004,333.372956
Brazil,2005,351.192777
Brazil,2006,363.888109
Brazil,2007,392.74136582999995
Brazil,2008,390.525657
Brazil,2009,415.101942
Brazil,2010,437.408763
Brazil,2011,463.66672900000003
Brazil,2012,456.159445116
Brazil,2013,438.544504593
Brazil,2014,432.744573803
Brazil,2015,431.30773940999995
Brazil,2016,465.81978159000005
Brazil,2017,467.0236364
Brazil,2018,495.2898778
Brazil,2019,515.438117
Brazil,2020,522.922095
Brazil,2021,507.58093099999996
Brazil,2022,593.904806
Brazil,2023,631.476934
Bulgaria,1990,1.63
Bulgaria,1991,2.268
Bulgaria,1992,1.903
Bulgaria,1993,1.787
Bulgaria,1994,1.296
Bulgaria,1995,2.174
Bulgaria,1996,2.888
Bulgaria,1997,2.724
Bulgaria,1998,3.068
Bulgaria,1999,2.732
Bulgaria,2000,2.631
Bulgaria,2001,1.651
Bulgaria,2002,2.116
Bulgaria,2003,2.995
Bulgaria,2004,3.139811
Bulgaria,2005,4.302015
Bulgaria,2006,4.233021
Bulgaria,2007,2.876709
Bulgaria,2008,2.930167
Bulgaria,2009,3.67939
Bulgaria,2010,5.7628140000000005
Bulgaria,2011,3.889275
Bulgaria,2012,5.243057
Bulgaria,2013,6.91335
Bulgaria,2014,7.389649
Bulgaria,2015,8.757899
Bulgaria,2016,7.046416000000001
Bulgaria,2017,6.131118000000001
Bulgaria,2018,9.380455
Bulgaria,2019,7.484584
Bulgaria,2020,7.46559
Bulgaria,2021,10.308256
Bulgaria,2022,9.639835999999999
Bulgaria,2023,10.032447399999999
CIS (EI),1990,211.3036
CIS (EI),1991,211.5233
CIS (EI),1992,216.06349999999998
CIS (EI),1993,222.639
CIS (EI),1994,226.39100000000002
CIS (EI),1995,220.3742
CIS (EI),1996,198.873
CIS (EI),1997,197.911
CIS (EI),1998,198.396
CIS (EI),1999,203.22199999999998
CIS (EI),2000,208.5112
CIS (EI),2001,217.42349
CIS (EI),2002,207.5032
CIS (EI),2003,206.08796
CIS (EI),2004,226.245350101
CIS (EI),2005,223.98063000000002
CIS (EI),2006,222.52764000000002
CIS (EI),2007,227.91825999999998
CIS (EI),2008,208.19689
CIS (EI),2009,218.887267375
CIS (EI),2010,217.468820125
CIS (EI),2011,213.41444975000002
CIS (EI),2012,213.658902759
CIS (EI),2013,230.11120259999998
CIS (EI),2014,222.18084844999998
CIS (EI),2015,216.84748504
CIS (EI),2016,237.6759552
CIS (EI),2017,242.47811517
CIS (EI),2018,246.82212387
CIS (EI),2019,252.2734512
CIS (EI),2020,269.82128670000003
CIS (EI),2021,275.3512975
CIS (EI),2022,261.8102222
CIS (EI),2023,269.2802165
Canada,1990,299.639239192
Canada,1991,311.261919192
Canada,1992,319.700702632
Canada,1993,327.091952632
Canada,1994,333.64965263199997
Canada,1995,341.260428105
Canada,1996,362.18847973699997
Canada,1997,356.91679736799995
Canada,1998,339.929289263
Canada,1999,354.11921215800004
Canada,2000,365.957534054
Canada,2001,341.541758947
Canada,2002,359.748470842
Canada,2003,346.269453975
Canada,2004,349.162139158
Canada,2005,372.69561860000005
Canada,2006,364.31941159999997
Canada,2007,379.6458157
Canada,2008,389.2902101
Canada,2009,384.3801086
Canada,2010,370.66210557
Canada,2011,396.69779320000004
Canada,2012,403.37326404000004
Canada,2013,415.4689229
Canada,2014,407.233886
Canada,2015,422.0417906
Canada,2016,431.7573924
Canada,2017,440.81994130000004
Canada,2018,433.7038847
Canada,2019,429.0329737
Canada,2020,436.599808
Canada,2021,435.94958859999997
Canada,2022,452.2751864
Canada,2023,421.158881
Central America (EI),1990,12.8632796
Central America (EI),1991,12.6623329
Central America (EI),1992,12.608447100000001
Central America (EI),1993,13.745560000000001
Central America (EI),1994,13.3087392
Central America (EI),1995,13.2130269
Central America (EI),1996,14.987827663
Central America (EI),1997,14.692227769999999
Central America (EI),1998,14.52760333
Central America (EI),1999,17.50870358
Central America (EI),2000,18.34605688
Central America (EI),2001,16.9442552
Central America (EI),2002,18.04232236
Central America (EI),2003,18.86833065
Central America (EI),2004,20.01114264
Central America (EI),2005,21.386782498
Central America (EI),2006,22.583964585000004
Central America (EI),2007,22.959623647
Central America (EI),2008,25.21284089
Central America (EI),2009,24.60065891
Central America (EI),2010,27.696051392999998
Central America (EI),2011,27.757618665
Central America (EI),2012,30.362058124
Central America (EI),2013,30.596388229000002
Central America (EI),2014,31.483527128
Central America (EI),2015,34.2709414
Central America (EI),2016,35.9640029
Central America (EI),2017,40.2102687
Central America (EI),2018,42.1164323
Central America (EI),2019,38.4263341
Central America (EI),2020,43.10091
Central America (EI),2021,47.1548392
Central America (EI),2022,48.001973
Central America (EI),2023,42.6628047
Chile,1990,9.904428
Chile,1991,14.168654
Chile,1992,18.48315
Chile,1993,18.967321
Chile,1994,18.771472000000003
Chile,1995,20.292738
Chile,1996,18.611468
Chile,1997,20.686148
Chile,1998,17.098255
Chile,1999,15.027
Chile,2000,20.456
Chile,2001,23.37
Chile,2002,24.975
Chile,2003,24.305
Chile,2004,23.005337
Chile,2005,27.372500000000002
Chile,2006,29.65305
Chile,2007,25.04206
Chile,2008,27.89249044
Chile,2009,28.65000622
Chile,2010,25.4972773
Chile,2011,25.16202764
Chile,2012,26.553925239999998
Chile,2013,27.35504916
Chile,2014,29.9367841
Chile,2015,32.662386
Chile,2016,31.415046
Chile,2017,36.296549
Chile,2018,41.2306377
Chile,2019,40.567039
Chile,2020,42.08993100000001
Chile,2021,43.02410999999999
Chile,2022,51.0664907
Chile,2023,57.985179300000006
China,1990,126.811990202
China,1991,124.764040909
China,1992,130.93339313
China,1993,152.17928122
China,1994,168.2778084
China,1995,194.21716164
China,1996,189.605939394
China,1997,198.91097979999998
China,1998,201.73955555999999
China,1999,199.59073740000002
China,2000,225.558899
China,2001,280.7341919
China,2002,291.40137373000005
China,2003,287.2769697
China,2004,357.4257778
China,2005,404.3690607
China,2006,446.7258182
China,2007,500.720293
China,2008,665.0780000000001
China,2009,664.397318
China,2010,786.38395
China,2011,792.387
China,2012,999.5715137999999
China,2013,1093.383256
China,2014,1289.23478
China,2015,1393.65771
China,2016,1522.790716
China,2017,1667.06391
China,2018,1835.31223
China,2019,2014.56323
China,2020,2184.93456
China,2021,2448.72523
China,2022,2670.58732
China,2023,2894.14073
Colombia,1990,27.769852
Colombia,1991,27.995079999999998
Colombia,1992,22.620584
Colombia,1993,28.245392
Colombia,1994,32.502390000000005
Colombia,1995,32.4664
Colombia,1996,35.783624
Colombia,1997,31.95876
Colombia,1998,31.313685
Colombia,1999,34.157657
Colombia,2000,31.313553014
Colombia,2001,32.13132675
Colombia,2002,34.463688250000004
Colombia,2003,36.677765
Colombia,2004,38.857001726
Colombia,2005,39.78289725
Colombia,2006,43.14059749
Colombia,2007,44.799007376
Colombia,2008,46.724147518
Colombia,2009,41.898359113
Colombia,2010,41.70601232
Colombia,2011,49.847139644
Colombia,2012,49.112623310000004
Colombia,2013,45.766848601999996
Colombia,2014,46.5411153
Colombia,2015,46.57318165
Colombia,2016,48.832617643
Colombia,2017,59.327060719
Colombia,2018,58.8254704
Colombia,2019,57.076507799999995
Colombia,2020,52.858927
Colombia,2021,63.8641486
Colombia,2022,67.8201097
Colombia,2023,64.325031
Croatia,1990,3.9282
Croatia,1991,5.535299999999999
Croatia,1992,4.3551
Croatia,1993,4.5688
Croatia,1994,5.4409
Croatia,1995,5.691800000000001
Croatia,1996,7.871700000000001
Croatia,1997,5.8544
Croatia,1998,6.0304
Croatia,1999,7.336200000000001
Croatia,2000,6.4539
Croatia,2001,7.1804
Croatia,2002,5.8514
Croatia,2003,5.4578
Croatia,2004,7.6326
Croatia,2005,7.0595
Croatia,2006,6.647
Croatia,2007,4.7417
Croatia,2008,5.841
Croatia,2009,7.482660999999999
Croatia,2010,9.29846
Croatia,2011,5.287269
Croatia,2012,5.261956
Croatia,2013,9.275965000000001
Croatia,2014,9.935842
Croatia,2015,7.509376
Croatia,2016,8.363312
Croatia,2017,7.1157
Croatia,2018,9.7813
Croatia,2019,8.3468
Croatia,2020,8.5506
Croatia,2021,10.527899999999999
Croatia,2022,8.9509
Croatia,2023,11.959466919999999
Cyprus,1990,0.0
Cyprus,1991,0.0
Cyprus,1992,0.0
Cyprus,1993,0.0
Cyprus,1994,0.0
Cyprus,1995,0.0
Cyprus,1996,0.0
Cyprus,1997,0.0
Cyprus,1998,0.0
Cyprus,1999,0.0
Cyprus,2000,0.0
Cyprus,2001,0.0
Cyprus,2002,0.0
Cyprus,2003,0.0
Cyprus,2004,0.000755
Cyprus,2005,0.0009209999999999999
Cyprus,2006,0.001512
Cyprus,2007,0.003489
Cyprus,2008,0.015356
Cyprus,2009,0.031356
Cyprus,2010,0.07300000000000001
Cyprus,2011,0.178
Cyprus,2012,0.257
Cyprus,2013,0.327
Cyprus,2014,0.318
Cyprus,2015,0.399752
Cyprus,2016,0.424659
Cyprus,2017,0.43522
Cyprus,2018,0.4638
Cyprus,2019,0.514752
Cyprus,2020,0.5966480000000001
Cyprus,2021,0.774756
Cyprus,2022,0.883965
Cyprus,2023,1.0835933
Czechia,1990,1.161
Czechia,1991,1.089
Czechia,1992,1.402
Czechia,1993,1.53
Czechia,1994,1.781
Czechia,1995,2.407
Czechia,1996,2.261
Czechia,1997,2.193
Czechia,1998,1.9832709999999998
Czechia,1999,2.357739
Czechia,2000,2.28279
Czechia,2001,2.57679
Czechia,2002,2.997407
Czechia,2003,1.877489
Czechia,2004,2.742571
Czechia,2005,3.132979
Czechia,2006,3.5180119999999997
Czechia,2007,3.41152
Czechia,2008,3.731012
Czechia,2009,4.654945
Czechia,2010,5.903156
Czechia,2011,7.245512
Czechia,2012,8.06529
Czechia,2013,9.308385999999999
Czechia,2014,9.17707703
Czechia,2015,9.427323600000001
Czechia,2016,9.39923164
Czechia,2017,9.62205675
Czechia,2018,9.4046209
Czechia,2019,10.02711686
Czechia,2020,10.2935934
Czechia,2021,10.547972399999999
Czechia,2022,10.4373878
Czechia,2023,10.39999263
Denmark,1990,0.8482999999999999
Denmark,1991,1.1205
Denmark,1992,1.4641
Denmark,1993,1.7897
Denmark,1994,1.7429997
Denmark,1995,1.85444045
Denmark,1996,2.078544311
Denmark,1997,2.929386844
Denmark,1998,3.925757
Denmark,1999,4.379289456
Denmark,2000,5.5722056
Denmark,2001,5.8463785
Denmark,2002,6.789141055999999
Denmark,2003,8.076854344000001
Denmark,2004,9.522204889
Denmark,2005,9.812910511
Denmark,2006,9.203521589000001
Denmark,2007,10.306958444
Denmark,2008,10.096793622
Denmark,2009,10.0634077
Denmark,2010,12.430155479
Denmark,2011,14.181208
Denmark,2012,14.837279409999999
Denmark,2013,15.967739093999999
Denmark,2014,17.990975178
Denmark,2015,18.956011656
Denmark,2016,18.390025771
Denmark,2017,21.797916322
Denmark,2018,20.759881111
Denmark,2019,23.0732045
Denmark,2020,23.446867
Denmark,2021,26.097975
Denmark,2022,28.518470999999998
Denmark,2023,29.578741859999997
Eastern Africa (EI),1990,22.0563179
Eastern Africa (EI),1991,22.456305739999998
Eastern Africa (EI),1992,20.341686539999998
Eastern Africa (EI),1993,21.24020394
Eastern Africa (EI),1994,21.2680164
Eastern Africa (EI),1995,21.58106194
Eastern Africa (EI),1996,21.618913929999998
Eastern Africa (EI),1997,22.712260960000002
Eastern Africa (EI),1998,29.0212347
Eastern Africa (EI),1999,30.5117197
Eastern Africa (EI),2000,32.3529258
Eastern Africa (EI),2001,36.5595856
Eastern Africa (EI),2002,39.50690659999999
Eastern Africa (EI),2003,40.2933996
Eastern Africa (EI),2004,41.16302181
Eastern Africa (EI),2005,42.472795761
Eastern Africa (EI),2006,44.923585576
Eastern Africa (EI),2007,48.664373757
Eastern Africa (EI),2008,48.192867836
Eastern Africa (EI),2009,50.839208604999996
Eastern Africa (EI),2010,57.13039296
Eastern Africa (EI),2011,58.88493079
Eastern Africa (EI),2012,61.486378429999995
Eastern Africa (EI),2013,65.70577366
Eastern Africa (EI),2014,71.28902753
Eastern Africa (EI),2015,72.58723784
Eastern Africa (EI),2016,69.3255254
Eastern Africa (EI),2017,72.3124572
Eastern Africa (EI),2018,77.06024252
Eastern Africa (EI),2019,78.92780110000001
Eastern Africa (EI),2020,83.4979491
Eastern Africa (EI),2021,87.9607573
Eastern Africa (EI),2022,91.349776
Eastern Africa (EI),2023,95.1871137
Ecuador,1990,4.9866877
Ecuador,1991,5.075921
Ecuador,1992,4.973581
Ecuador,1993,5.8101373
Ecuador,1994,6.5652776
Ecuador,1995,5.160551
Ecuador,1996,6.3434153
Ecuador,1997,6.5341773
Ecuador,1998,6.5060954
Ecuador,1999,7.176726
Ecuador,2000,7.6112313
Ecuador,2001,7.0706525
Ecuador,2002,7.524256
Ecuador,2003,7.180417
Ecuador,2004,7.41493987
Ecuador,2005,6.9855080759
Ecuador,2006,7.275063605
Ecuador,2007,9.257388057
Ecuador,2008,11.504366608
Ecuador,2009,9.4451400956
Ecuador,2010,8.87539773
Ecuador,2011,11.414691150000001
Ecuador,2012,12.536800278000001
Ecuador,2013,11.394979511999999
Ecuador,2014,11.953591366000001
Ecuador,2015,13.638885291000001
Ecuador,2016,16.446352067
Ecuador,2017,20.65849
Ecuador,2018,21.224305734999998
Ecuador,2019,25.219250386
Ecuador,2020,24.918699999999998
Ecuador,2021,26.08842
Ecuador,2022,25.123929999999998
Ecuador,2023,25.95421
Egypt,1990,9.953
Egypt,1991,9.916
Egypt,1992,9.8
Egypt,1993,10.0925
Egypt,1994,10.728
Egypt,1995,11.192
Egypt,1996,11.484
Egypt,1997,11.771
Egypt,1998,12.1045
Egypt,1999,13.4525
Egypt,2000,14.258700000000001
Egypt,2001,14.5934
Egypt,2002,14.208
Egypt,2003,13.226
Egypt,2004,13.3365505
Egypt,2005,13.155111100000001
Egypt,2006,13.390560599999999
Egypt,2007,14.88113637
Egypt,2008,16.02731315
