row,Cancer,Year,Sex,State,Incident,Incident _Crude_rate_100k,Mortality,Mortality_Crude_rate_100k,Gender,Population
739.0,Non-melanoma skin cancer (rare types),2020,Females,Victoria,69,2.1,23,0.7,Female,3341983
740.0,Non-melanoma skin cancer (rare types),2020,Females,Queensland,104,4.0,20,0.8,Female,2615830
741.0,Non-melanoma skin cancer (rare types),2020,Females,Western Australia,30,2.2,4,n.p.,Female,1363193
742.0,Non-melanoma skin cancer (rare types),2020,Females,South Australia,18,2.0,2,n.p.,Female,908039
743.0,Non-melanoma skin cancer (rare types),2020,Females,Tasmania,11,3.9,5,1.8,Female,283528
744.0,Non-melanoma skin cancer (rare types),2020,Females,Australian Capital Territory,2,n.p.,1,n.p.,Female,226764
745.0,Non-melanoma skin cancer (rare types),2020,Females,Northern Territory,1,n.p.,0,n.p.,Female,121772
746.0,Non-melanoma skin cancer (rare types),2020,Females,,410,3.2,89,0.7,Female,12920609
747.0,Non-melanoma skin cancer (rare types),2020,Persons,New South Wales,575,7.1,75,0.9,Person,8112001
748.0,Non-melanoma skin cancer (rare types),2020,Persons,Victoria,236,3.6,53,0.8,Person,6616636
749.0,Non-melanoma skin cancer (rare types),2020,Persons,Queensland,318,6.2,48,0.9,Person,5184329
750.0,Non-melanoma skin cancer (rare types),2020,Persons,Western Australia,116,4.3,15,0.6,Person,2728187
751.0,Non-melanoma skin cancer (rare types),2020,Persons,South Australia,68,3.8,13,0.7,Person,1794514
752.0,Non-melanoma skin cancer (rare types),2020,Persons,Tasmania,20,3.6,11,2.0,Person,561881
753.0,Non-melanoma skin cancer (rare types),2020,Persons,Australian Capital Territory,7,1.7,2,n.p.,Person,447650
754.0,Non-melanoma skin cancer (rare types),2020,Persons,Northern Territory,2,n.p.,1,n.p.,Person,247819
755.0,Non-melanoma skin cancer (rare types),2020,Persons,,1339,5.2,217,0.8,Person,25649248
,All,2007,Males,New South Wales,2304,,374,,Male,3413653
,All,2007,Males,Victoria,1241,,188,,Male,2574619
,All,2007,Males,Queensland,1700,,234,,Male,2076128
,All,2007,Males,Western Australia,623,,100,,Male,1075987
,All,2007,Males,South Australia,356,,59,,Male,779355
,All,2007,Males,Tasmania,139,,13,,Male,245319
,All,2007,Males,Australian Capital Territory,77,,15,,Male,170383
,All,2007,Males,Northern Territory,30,,3,,Male,112777
,All,2007,Males,,6450,,991,,Male,10449776
,All,2007,Females,New South Wales,1539,,160,,Female,3470199
,All,2007,Females,Victoria,1022,,100,,Female,2624884
,All,2007,Females,Queensland,1174,,98,,Female,2083862
,All,2007,Females,Western Australia,437,,43,,Female,1059019
,All,2007,Females,South Australia,286,,39,,Female,799134
,All,2007,Females,Tasmania,115,,9,,Female,250539
,All,2007,Females,Australian Capital Territory,61,,4,,Female,173793
,All,2007,Females,Northern Territory,20,,1,,Female,103841
,All,2007,Females,,4642,,452,,Female,10566345
,All,2007,Persons,New South Wales,3843,,534,,Person,6883852
,All,2007,Persons,Victoria,2263,,288,,Person,5199503
,All,2007,Persons,Queensland,2874,,332,,Person,4159990
,All,2007,Persons,Western Australia,1060,,143,,Person,2135006
,All,2007,Persons,South Australia,642,,98,,Person,1578489
,All,2007,Persons,Tasmania,254,,22,,Person,495858
,All,2007,Persons,Australian Capital Territory,138,,19,,Person,344176
,All,2007,Persons,Northern Territory,50,,4,,Person,216618
,All,2007,Persons,,11092,,1443,,Person,21016121
,All,2008,Males,New South Wales,2321,,375,,Male,3476199
,All,2008,Males,Victoria,1287,,193,,Male,2633317
,All,2008,Males,Queensland,1895,,238,,Male,2135996
,All,2008,Males,Western Australia,710,,98,,Male,1113633
,All,2008,Males,South Australia,424,,82,,Male,789696
,All,2008,Males,Tasmania,170,,29,,Male,248714
,All,2008,Males,Australian Capital Territory,80,,16,,Male,174242
,All,2008,Males,Northern Territory,30,,3,,Male,116223
,All,2008,Males,,6931,,1034,,Male,10689738
,All,2008,Females,New South Wales,1616,,174,,Female,3525583
,All,2008,Females,Victoria,1012,,95,,Female,2679968
,All,2008,Females,Queensland,1231,,106,,Female,2139555
,All,2008,Females,Western Australia,454,,33,,Female,1095295
,All,2008,Females,South Australia,331,,42,,Female,808184
,All,2008,Females,Tasmania,122,,13,,Female,253060
,All,2008,Females,Australian Capital Territory,64,,5,,Female,176859
,All,2008,Females,Northern Territory,20,,1,,Female,106303
,All,2008,Females,,4847,,472,,Female,10785887
,All,2008,Persons,New South Wales,3937,,549,,Person,7001782
,All,2008,Persons,Victoria,2299,,288,,Person,5313285
,All,2008,Persons,Queensland,3126,,344,,Person,4275551
,All,2008,Persons,Western Australia,1164,,131,,Person,2208928
,All,2008,Persons,South Australia,755,,124,,Person,1597880
,All,2008,Persons,Tasmania,292,,42,,Person,501774
,All,2008,Persons,Australian Capital Territory,145,,20,,Person,351101
,All,2008,Persons,Northern Territory,50,,4,,Person,222526
,All,2008,Persons,,11778,,1506,,Person,21475625
,All,2009,Males,New South Wales,2380,,388,,Male,3526643
,All,2009,Males,Victoria,1379,,227,,Male,2686022
,All,2009,Males,Queensland,1922,,222,,Male,2181500
,All,2009,Males,Western Australia,683,,96,,Male,1140480
,All,2009,Males,South Australia,396,,71,,Male,800926
,All,2009,Males,Tasmania,168,,21,,Male,251434
,All,2009,Males,Australian Capital Territory,80,,16,,Male,177822
,All,2009,Males,Northern Territory,31,,3,,Male,119297
,All,2009,Males,,7044,,1040,,Male,10886022
,All,2009,Females,New South Wales,1645,,192,,Female,3574861
,All,2009,Females,Victoria,1080,,109,,Female,2733227
,All,2009,Females,Queensland,1319,,97,,Female,2185954
,All,2009,Females,Western Australia,430,,52,,Female,1123267
,All,2009,Females,South Australia,299,,31,,Female,817652
,All,2009,Females,Tasmania,120,,16,,Female,255027
,All,2009,Females,Australian Capital Territory,59,,7,,Female,180037
,All,2009,Females,Northern Territory,20,,1,,Female,108486
,All,2009,Females,,4955,,506,,Female,10979601
,All,2009,Persons,New South Wales,4025,,580,,Person,7101504
,All,2009,Persons,Victoria,2459,,336,,Person,5419249
,All,2009,Persons,Queensland,3241,,319,,Person,4367454
,All,2009,Persons,Western Australia,1113,,148,,Person,2263747
,All,2009,Persons,South Australia,695,,102,,Person,1618578
,All,2009,Persons,Tasmania,288,,37,,Person,506461
,All,2009,Persons,Australian Capital Territory,140,,21,,Person,357859
,All,2009,Persons,Northern Territory,51,,4,,Person,227783
,All,2009,Persons,,11999,,1546,,Person,21865623
,All,2010,Males,New South Wales,2510,,404,,Male,3565558
,All,2010,Males,Victoria,1353,,216,,Male,2720959
,All,2010,Males,Queensland,1960,,257,,Male,2214429
,All,2010,Males,Western Australia,697,,97,,Male,1167862
,All,2010,Males,South Australia,408,,71,,Male,808037
,All,2010,Males,Tasmania,170,,21,,Male,253833
,All,2010,Males,Australian Capital Territory,78,,16,,Male,181314
,All,2010,Males,Northern Territory,33,,4,,Male,120979
,All,2010,Males,,7230,,1083,,Male,11034979
,All,2010,Females,New South Wales,1683,,162,,Female,3614333
,All,2010,Females,Victoria,1004,,99,,Female,2774752
,All,2010,Females,Queensland,1332,,133,,Female,2222453
,All,2010,Females,Western Australia,417,,38,,Female,1151201
,All,2010,Females,South Australia,318,,20,,Female,824445
,All,2010,Females,Tasmania,144,,12,,Female,256386
,All,2010,Females,Australian Capital Territory,52,,6,,Female,183519
,All,2010,Females,Northern Territory,21,,1,,Female,109534
,All,2010,Females,,4968,,471,,Female,11137490
,All,2010,Persons,New South Wales,4193,,566,,Person,7179891
,All,2010,Persons,Victoria,2357,,315,,Person,5495711
,All,2010,Persons,Queensland,3292,,390,,Person,4436882
,All,2010,Persons,Western Australia,1114,,135,,Person,2319063
,All,2010,Persons,South Australia,726,,91,,Person,1632482
,All,2010,Persons,Tasmania,314,,33,,Person,510219
,All,2010,Persons,Australian Capital Territory,130,,21,,Person,364833
,All,2010,Persons,Northern Territory,54,,5,,Person,230460
,All,2010,Persons,,12198,,1554,,Person,22172469
,All,2011,Males,New South Wales,2587,,403,,Male,3604198
,All,2011,Males,Victoria,1210,,233,,Male,2766513
,All,2011,Males,Queensland,2046,,269,,Male,2253923
,All,2011,Males,Western Australia,723,,139,,Male,1202068
,All,2011,Males,South Australia,434,,78,,Male,815608
,All,2011,Males,Tasmania,141,,30,,Male,254896
,All,2011,Males,Australian Capital Territory,80,,13,,Male,184982
,All,2011,Males,Northern Territory,34,,3,,Male,122136
,All,2011,Males,,7252,,1165,,Male,11206252
,All,2011,Females,New South Wales,1722,,175,,Female,3654524
,All,2011,Females,Victoria,923,,121,,Female,2825305
,All,2011,Females,Queensland,1439,,108,,Female,2264726
,All,2011,Females,Western Australia,488,,48,,Female,1183879
,All,2011,Females,South Australia,293,,28,,Female,831575
,All,2011,Females,Tasmania,131,,16,,Female,256984
,All,2011,Females,Australian Capital Territory,50,,6,,Female,187088
,All,2011,Females,Northern Territory,22,,2,,Female,110816
,All,2011,Females,,5075,,505,,Female,11315945
,All,2011,Persons,New South Wales,4309,,578,,Person,7258722
,All,2011,Persons,Victoria,2133,,354,,Person,5591818
,All,2011,Persons,Queensland,3485,,377,,Person,4518649
,All,2011,Persons,Western Australia,1211,,187,,Person,2385947
,All,2011,Persons,South Australia,727,,106,,Person,1647183
,All,2011,Persons,Tasmania,272,,46,,Person,511880
,All,2011,Persons,Australian Capital Territory,130,,19,,Person,372070
,All,2011,Persons,Northern Territory,57,,6,,Person,232952
,All,2011,Persons,,12327,,1670,,Person,22522197
,All,2012,Males,New South Wales,2690,,409,,Male,3650035
,All,2012,Males,Victoria,1328,,220,,Male,2825349
,All,2012,Males,Queensland,2145,,257,,Male,2299776
,All,2012,Males,Western Australia,765,,131,,Male,1239615
,All,2012,Males,South Australia,417,,69,,Male,823688
,All,2012,Males,Tasmania,157,,29,,Male,254866
,All,2012,Males,Australian Capital Territory,84,,13,,Male,188673
,All,2012,Males,Northern Territory,38,,5,,Male,125043
,All,2012,Males,,7630,,1142,,Male,11408788
,All,2012,Females,New South Wales,1815,,205,,Female,3703154
,All,2012,Females,Victoria,1016,,111,,Female,2884237
,All,2012,Females,Queensland,1501,,116,,Female,2311528
,All,2012,Females,Western Australia,498,,42,,Female,1217874
,All,2012,Females,South Australia,315,,38,,Female,839394
,All,2012,Females,Tasmania,117,,22,,Female,257127
,All,2012,Females,Australian Capital Territory,56,,7,,Female,191139
,All,2012,Females,Northern Territory,24,,1,,Female,113685
,All,2012,Females,,5367,,541,,Female,11519235
,All,2012,Persons,New South Wales,4505,,614,,Person,7353189
,All,2012,Persons,Victoria,2344,,331,,Person,5709586
,All,2012,Persons,Queensland,3646,,373,,Person,4611304
,All,2012,Persons,Western Australia,1263,,173,,Person,2457489
,All,2012,Persons,South Australia,732,,107,,Person,1663082
,All,2012,Persons,Tasmania,274,,51,,Person,511993
,All,2012,Persons,Australian Capital Territory,139,,20,,Person,379812
,All,2012,Persons,Northern Territory,62,,7,,Person,238728
,All,2012,Persons,,12997,,1683,,Person,22928023
,All,2013,Males,New South Wales,2780,,442,,Male,3698220
,All,2013,Males,Victoria,1387,,268,,Male,2884387
,All,2013,Males,Queensland,2311,,351,,Male,2333762
,All,2013,Males,Western Australia,867,,120,,Male,1259941
,All,2013,Males,South Australia,460,,76,,Male,830900
,All,2013,Males,Tasmania,151,,22,,Male,254878
,All,2013,Males,Australian Capital Territory,86,,13,,Male,191691
,All,2013,Males,Northern Territory,40,,6,,Male,126921
,All,2013,Males,,8098,,1298,,Male,11582448
,All,2013,Females,New South Wales,1883,,180,,Female,3756718
,All,2013,Females,Victoria,1031,,124,,Female,2948198
,All,2013,Females,Queensland,1602,,130,,Female,2351677
,All,2013,Females,Western Australia,576,,61,,Female,1242247
,All,2013,Females,South Australia,293,,39,,Female,847152
,All,2013,Females,Tasmania,141,,15,,Female,258137
,All,2013,Females,Australian Capital Territory,56,,6,,Female,194627
,All,2013,Females,Northern Territory,24,,2,,Female,115450
,All,2013,Females,,5614,,558,,Female,11715329
,All,2013,Persons,New South Wales,4663,,622,,Person,7454938
,All,2013,Persons,Victoria,2418,,392,,Person,5832585
,All,2013,Persons,Queensland,3913,,481,,Person,4685439
,All,2013,Persons,Western Australia,1443,,181,,Person,2502188
,All,2013,Persons,South Australia,753,,115,,Person,1678052
,All,2013,Persons,Tasmania,292,,37,,Person,513015
,All,2013,Persons,Australian Capital Territory,142,,19,,Person,386318
,All,2013,Persons,Northern Territory,65,,8,,Person,242304
,All,2013,Persons,,13712,,1856,,Person,23297777
,All,2014,Males,New South Wales,2782,,378,,Male,3750061
,All,2014,Males,Victoria,1485,,212,,Male,2945763
,All,2014,Males,Queensland,2330,,290,,Male,2361282
,All,2014,Males,Western Australia,847,,117,,Male,1271552
,All,2014,Males,South Australia,505,,97,,Male,838094
,All,2014,Males,Tasmania,174,,25,,Male,255134
,All,2014,Males,Australian Capital Territory,86,,12,,Male,194291
,All,2014,Males,Northern Territory,45,,7,,Male,127079
,All,2014,Males,,8266,,1133,,Male,11744498
,All,2014,Females,New South Wales,1915,,191,,Female,3812110
,All,2014,Females,Victoria,1102,,93,,Female,3011749
,All,2014,Females,Queensland,1581,,115,,Female,2385981
,All,2014,Females,Western Australia,573,,55,,Female,1257067
,All,2014,Females,South Australia,326,,34,,Female,855013
,All,2014,Females,Tasmania,174,,15,,Female,259067
,All,2014,Females,Australian Capital Territory,64,,6,,Female,197690
,All,2014,Females,Northern Territory,25,,2,,Female,116165
,All,2014,Females,,5778,,514,,Female,11895833
,All,2014,Persons,New South Wales,4697,,569,,Person,7562171
,All,2014,Persons,Victoria,2587,,305,,Person,5957512
,All,2014,Persons,Queensland,3911,,405,,Person,4747263
,All,2014,Persons,Western Australia,1420,,172,,Person,2528619
,All,2014,Persons,South Australia,831,,131,,Person,1693107
,All,2014,Persons,Tasmania,348,,40,,Person,514040
,All,2014,Persons,Australian Capital Territory,151,,18,,Person,391981
,All,2014,Persons,Northern Territory,70,,9,,Person,243201
,All,2014,Persons,,14044,,1647,,Person,23640331
,All,2015,Males,New South Wales,2832,,424,,Male,3803289
,All,2015,Males,Victoria,1612,,241,,Male,3011376
,All,2015,Males,Queensland,2330,,246,,Male,2385347
,All,2015,Males,Western Australia,976,,112,,Male,1278792
,All,2015,Males,South Australia,501,,80,,Male,843702
,All,2015,Males,Tasmania,176,,21,,Male,255551
,All,2015,Males,Australian Capital Territory,89,,13,,Male,197696
,All,2015,Males,Northern Territory,50,,7,,Male,127914
,All,2015,Males,,8602,,1148,,Male,11904308
,All,2015,Females,New South Wales,1916,,198,,Female,3868112
,All,2015,Females,Victoria,1201,,125,,Female,3081673
,All,2015,Females,Queensland,1643,,103,,Female,2419586
,All,2015,Females,Western Australia,713,,60,,Female,1268953
,All,2015,Females,South Australia,310,,26,,Female,862235
,All,2015,Females,Tasmania,150,,6,,Female,260242
,All,2015,Females,Australian Capital Territory,71,,6,,Female,201178
,All,2015,Females,Northern Territory,27,,2,,Female,117123
,All,2015,Females,,6046,,527,,Female,12080273
,All,2015,Persons,New South Wales,4748,,622,,Person,7671401
,All,2015,Persons,Victoria,2813,,366,,Person,6093049
,All,2015,Persons,Queensland,3973,,349,,Person,4804933
,All,2015,Persons,Western Australia,1689,,172,,Person,2547745
,All,2015,Persons,South Australia,811,,106,,Person,1705937
,All,2015,Persons,Tasmania,326,,27,,Person,515697
,All,2015,Persons,Australian Capital Territory,160,,19,,Person,398874
,All,2015,Persons,Northern Territory,77,,9,,Person,244692
,All,2015,Persons,,14648,,1675,,Person,23984581
,All,2016,Males,New South Wales,3118,,330,,Male,3865361
,All,2016,Males,Victoria,1661,,193,,Male,3082379
,All,2016,Males,Queensland,2488,,241,,Male,2421215
,All,2016,Males,Western Australia,983,,104,,Male,1288303
,All,2016,Males,South Australia,501,,64,,Male,849914
,All,2016,Males,Tasmania,196,,23,,Male,258456
,All,2016,Males,Australian Capital Territory,98,,12,,Male,202502
,All,2016,Males,Northern Territory,56,,6,,Male,128021
,All,2016,Males,,9129,,965,,Male,12098143
,All,2016,Females,New South Wales,2071,,153,,Female,3930264
,All,2016,Females,Victoria,1300,,100,,Female,3153402
,All,2016,Females,Queensland,1709,,103,,Female,2461724
,All,2016,Females,Western Australia,679,,42,,Female,1281303
,All,2016,Females,South Australia,354,,41,,Female,869666
,All,2016,Females,Tasmania,151,,8,,Female,263525
,All,2016,Females,Australian Capital Territory,77,,8,,Female,206376
,All,2016,Females,Northern Territory,28,,2,,Female,118539
,All,2016,Females,,6378,,458,,Female,12286921
,All,2016,Persons,New South Wales,5189,,483,,Person,7795625
,All,2016,Persons,Victoria,2961,,293,,Person,6235781
,All,2016,Persons,Queensland,4197,,344,,Person,4882939
,All,2016,Persons,Western Australia,1662,,146,,Person,2569606
,All,2016,Persons,South Australia,855,,105,,Person,1719580
,All,2016,Persons,Tasmania,347,,31,,Person,521981
,All,2016,Persons,Australian Capital Territory,174,,20,,Person,408878
,All,2016,Persons,Northern Territory,85,,9,,Person,246443
,All,2016,Persons,,15507,,1423,,Person,24385064
,All,2017,Males,New South Wales,3275,,365,,Male,3921301
,All,2017,Males,Victoria,1824,,181,,Male,3144429
,All,2017,Males,Queensland,2648,,267,,Male,2458389
,All,2017,Males,Western Australia,940,,95,,Male,1302076
,All,2017,Males,South Australia,496,,66,,Male,857807
,All,2017,Males,Tasmania,193,,26,,Male,263305
,All,2017,Males,Australian Capital Territory,113,,11,,Male,207866
,All,2017,Males,Northern Territory,55,,5,,Male,128104
,All,2017,Males,,9577,,1017,,Male,12284961
,All,2017,Females,New South Wales,2090,,213,,Female,3979645
,All,2017,Females,Victoria,1386,,122,,Female,3213781
,All,2017,Females,Queensland,1769,,124,,Female,2502576
,All,2017,Females,Western Australia,635,,51,,Female,1297852
,All,2017,Females,South Australia,352,,30,,Female,877847
,All,2017,Females,Tasmania,167,,8,,Female,268256
,All,2017,Females,Australian Capital Territory,78,,9,,Female,212360
,All,2017,Females,Northern Territory,29,,2,,Female,119647
,All,2017,Females,,6516,,563,,Female,12474057
,All,2017,Persons,New South Wales,5365,,578,,Person,7900946
,All,2017,Persons,Victoria,3210,,303,,Person,6358210
,All,2017,Persons,Queensland,4417,,391,,Person,4960965
,All,2017,Persons,Western Australia,1575,,146,,Person,2599928
,All,2017,Persons,South Australia,848,,96,,Person,1735654
,All,2017,Persons,Tasmania,360,,34,,Person,531561
,All,2017,Persons,Australian Capital Territory,191,,20,,Person,420226
,All,2017,Persons,Northern Territory,84,,8,,Person,247514
,All,2017,Persons,,16093,,1580,,Person,24759018
,All,2018,Males,New South Wales,3256,,376,,Male,3976266
,All,2018,Males,Victoria,1861,,220,,Male,3207192
,All,2018,Males,Queensland,2489,,259,,Male,2499842
,All,2018,Males,Western Australia,920,,90,,Male,1319834
,All,2018,Males,South Australia,507,,67,,Male,867603
,All,2018,Males,Tasmania,222,,35,,Male,268840
,All,2018,Males,Australian Capital Territory,119,,13,,Male,212822
,All,2018,Males,Northern Territory,56,,5,,Male,127221
,All,2018,Males,,9437,,1078,,Male,12481024
,All,2018,Females,New South Wales,2196,,161,,Female,4027298
,All,2018,Females,Victoria,1361,,112,,Female,3272503
,All,2018,Females,Queensland,1805,,101,,Female,2546592
,All,2018,Females,Western Australia,667,,56,,Female,1316570
,All,2018,Females,South Australia,325,,28,,Female,888112
,All,2018,Females,Tasmania,203,,13,,Female,274087
,All,2018,Females,Australian Capital Territory,83,,8,,Female,217936
,All,2018,Females,Northern Territory,31,,2,,Female,119997
,All,2018,Females,,6682,,477,,Female,12665116
,All,2018,Persons,New South Wales,5452,,537,,Person,8003564
,All,2018,Persons,Victoria,3223,,332,,Person,6479695
,All,2018,Persons,Queensland,4294,,360,,Person,5046434
,All,2018,Persons,Western Australia,1587,,146,,Person,2636404
,All,2018,Persons,South Australia,832,,95,,Person,1755715
,All,2018,Persons,Tasmania,425,,48,,Person,542927
,All,2018,Persons,Australian Capital Territory,202,,22,,Person,430758
,All,2018,Persons,Northern Territory,86,,8,,Person,247095
,All,2018,Persons,,16120,,1555,,Person,25146140
,All,2019,Males,New South Wales,3348,,361,,Male,4019498
,All,2019,Males,Victoria,1789,,209,,Male,3262240
,All,2019,Males,Queensland,2811,,250,,Male,2540680
,All,2019,Males,Western Australia,1031,,110,,Male,1345064
,All,2019,Males,South Australia,577,,82,,Male,878768
,All,2019,Males,Tasmania,240,,29,,Male,273893
,All,2019,Males,Australian Capital Territory,125,,16,,Male,217500
,All,2019,Males,Northern Territory,57,,6,,Male,126289
,All,2019,Males,,9980,,1069,,Male,12665662
,All,2019,Females,New South Wales,2224,,180,,Female,4068863
,All,2019,Females,Victoria,1289,,97,,Female,3327810
,All,2019,Females,Queensland,1954,,109,,Female,2589061
,All,2019,Females,Western Australia,716,,52,,Female,1343735
,All,2019,Females,South Australia,370,,36,,Female,900160
,All,2019,Females,Tasmania,195,,14,,Female,279447
,All,2019,Females,Australian Capital Territory,88,,8,,Female,222767
,All,2019,Females,Northern Territory,34,,1,,Female,120727
,All,2019,Females,,6897,,497,,Female,12854806
,All,2019,Persons,New South Wales,5572,,541,,Person,8088361
,All,2019,Persons,Victoria,3078,,306,,Person,6590050
,All,2019,Persons,Queensland,4765,,359,,Person,5129741
,All,2019,Persons,Western Australia,1747,,162,,Person,2688799
,All,2019,Persons,South Australia,947,,118,,Person,1778928
,All,2019,Persons,Tasmania,435,,43,,Person,553340
,All,2019,Persons,Australian Capital Territory,213,,24,,Person,440267
,All,2019,Persons,Northern Territory,91,,8,,Person,246677
,All,2019,Persons,,16877,,1566,,Person,25520468
,All,2020,Males,New South Wales,3291,,388,,Male,4031001
,All,2020,Males,Victoria,1660,,213,,Male,3274653
,All,2020,Males,Queensland,2622,,250,,Male,2568499
,All,2020,Males,Western Australia,903,,96,,Male,1364994
,All,2020,Males,South Australia,594,,79,,Male,886475
,All,2020,Males,Tasmania,230,,34,,Male,278353
,All,2020,Males,Australian Capital Territory,125,,17,,Male,220886
,All,2020,Males,Northern Territory,57,,5,,Male,126133
,All,2020,Males,,9475,,1082,,Male,12728639
,All,2020,Females,New South Wales,2202,,180,,Female,4081000
,All,2020,Females,Victoria,1162,,121,,Female,3341983
,All,2020,Females,Queensland,1865,,125,,Female,2615830
,All,2020,Females,Western Australia,627,,42,,Female,1363193
,All,2020,Females,South Australia,365,,41,,Female,908039
,All,2020,Females,Tasmania,216,,14,,Female,283528
,All,2020,Females,Australian Capital Territory,87,,9,,Female,226764
,All,2020,Females,Northern Territory,34,,2,,Female,121772
,All,2020,Females,,6545,,534,,Female,12920609
,All,2020,Persons,New South Wales,5493,,568,,Person,8112001
,All,2020,Persons,Victoria,2822,,334,,Person,6616636
,All,2020,Persons,Queensland,4487,,375,,Person,5184329
,All,2020,Persons,Western Australia,1533,,138,,Person,2728187
,All,2020,Persons,South Australia,959,,120,,Person,1794514
,All,2020,Persons,Tasmania,448,,48,,Person,561881
,All,2020,Persons,Australian Capital Territory,212,,25,,Person,447650
,All,2020,Persons,Northern Territory,90,,7,,Person,247819
,All,2020,Persons,,16025,,1616,,Person,25649248
